DATE,AUTHOR,TWEET
2016-11-08 00:30:42,mrjimcoughlin,Here's a good thing about Trump in the oval office. He won't be able to corner women. #ImWithHer
2016-11-08 00:30:42,Tosak01,"@HillaryClinton  , Go for victory, Madame President."
2016-11-08 00:30:42,jaybrigitte,"RT @johnlundin: LIVE Stream: #Hillary Clinton, President #Obama, Michelle Obama, #Springsteen, Bon Jovi Rally in Philly https://t.co/28auzP'"
2016-11-08 00:30:42,nishashah88,"This is what you are going to support
https://t.co/tat3kXyBRi
@FifthAngle1 @CNN @ThePatriot143"
2016-11-08 00:30:43,gaforncland,"RT @ImwithHer2016: They might not be old enough to vote, but they've still picked up on the most important messages of this campaign.' "
2016-11-08 00:30:42,angelicfunk1,"RT @kristina_schake: .@KingJames introduces @HillaryClinton in Cleveland: I'm here, number one, because of Hillary and what she believes' "
2016-11-08 00:30:43,bettesmith19471,"RT @willyclicks: A Vote For Hillary is a Vote For World War 3! 

Are you 'with her' nuclear holocaust?

https://t.co/0M5FBW1y7j

#HillaryCl'"
2016-11-08 00:30:43,Stephene_zS,RT @NadelParis: BIGWIN! @HillaryClinton #ELECTION #Ohio #florida #NorthCarolina #Nevada #AZ #NASTYWOMAN NOW BLOCKING #Deplorables ! https:/'
2016-11-08 00:30:43,srjaffe8,@tonyschwartz  Only in America Tony!  Let's hope there are enough of us sane ones to out vote the Trumpsters. #notrump #nevertrump
2016-11-08 00:30:43,NormDGuerreIndy,"@WhyNeverTrump I'm as white as they come. Don't speak for me, #NeverTrump"
2016-11-08 00:30:43,picc_susan,"RT @FoxNews: Fox News Electoral Scorecard: Map shifts again in #Trump's favor, as #Clinton holds edge. https://t.co/wdxFKSxmeQ https://t.co'"
2016-11-08 00:30:43,hollsly,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:30:43,perpetual_bond,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:30:42,colter_quinn,"Tomorrow, we have a chance to stand up for the America we believe in! @HillaryClinton #ImWithHer ' https://t.co/BHA8dOeqCv"
2016-11-08 00:30:43,YourLeananSidhe,"#Hillary Clinton, The #Podesta Group And The Saudi Regime: A Fatal Menage A Trois https://t.co/Q9BHr3ukmP via @HuffPostPol #TrumpPence2016"
2016-11-08 00:30:43,clrih9,RT @hermanbutler1: Trump Rally Protester I Was Beaten For A Republicans Against #NeverTrump' Sign https://t.co/3xpdZ4ZqhM #TNTweeters #unit'
2016-11-08 00:30:43,jovi_magic,RT @JimRotolo: E Street Radio tonight at 7:30pm ET. We'll be airing @springsteen's performance from the @HillaryClinton campaign event from'
2016-11-08 00:30:43,linda_massello,RT @brian_riback: @HillaryClinton Why don't you tell us why all your folks needed to plead the 5th?
2016-11-08 00:30:43,chasity_glawion,"RT @trumpUni: Thanks for following, retweeting &amp; posting with us. We hope we made a difference. Pls vote for @HillaryClinton.  https://t.co'"
2016-11-08 00:30:43,Imalwayswithhim,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:30:43,morganewill,mom said it best: have faith tonight and tomorrow. #ImWithHer
2016-11-08 00:30:43,jameserwin147,#ImVotingBecause I can!  From the comfort of my lazy-boy.  I regret that I have but one vote to give.  #ImWithHer' https://t.co/yzTJOE2HWz
2016-11-08 00:30:43,ardistucker1081,"RT @trumpUni: Thanks for following, retweeting &amp; posting with us. We hope we made a difference. Pls vote for @HillaryClinton.  https://t.co'"
2016-11-08 00:30:43,jjbenz19,"RT @P_Wog: Trump Tower Toronto Was 'Investment Scheme &amp; Conspiracy': Lawsuit
| HuffPost
#NeverTrump 
#cdnpoli  https://t.co/sXd6Z5SeYh"
2016-11-08 00:30:43,dressed_sharp,"RT @zachhaller: #ImVotingBecause I oppose virtually everything @HillaryClinton stands for &amp;

all Americans must unite to defeat her https:/'"
2016-11-08 00:30:44,FedoraPayan,RT @Darren32895836: If Obama wasn't protecting @HillaryClinton she'd be behind bars already!!#ElectionFinalThoughts #Election2016' 
2016-11-08 00:30:44,mgrady69,Truth https://t.co/zChOTHTp1f
2016-11-08 00:30:44,staaciedixon12,RT @MisterPreda: Proud to have voted this morning. ' #ImWithHer
2016-11-08 00:30:44,1lionroars,"RT @AmbJohnBolton: .@HIllaryClinton refused to obey laws to safeguard national security information, so how can we trust her as Presid' "
2016-11-08 00:30:44,Stasse76,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:30:44,_mikadalia_,Praise Jesus! I am so happy this will come to an end tomorrow! #election2016 #hillaryclinton' https://t.co/vjTS2wYduR
2016-11-08 00:30:44,sammybaby6908,"RT @BretBaier: .@foxnewspoll among likely Independent voters: @HillaryClinton 36%, @realDonaldTrump 42% #SpecialReport https://t.co/7Bmtd5O'"
2016-11-08 00:30:44,MBKStrategies,@LindaMBeecham @VanJones68 @realDonaldTrump @HillaryClinton @nypost /Uh...is THAT not obvious to YOU?
2016-11-08 00:30:44,Denlewis01,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:30:44,madisonfergz,RT @Sgrizzzle: I swear to god if Hillary doesn't win I'm gonna bust my nut in the worst way possible #imwithher
2016-11-08 00:30:44,SalMarra927,"RT @JoeyKingActress: If you can vote, make sure you do, it's so important for our country and our futures #ImWithHer '"
2016-11-08 00:30:44,HauteHollywood,"#ifyoueverwondered #imwithher #myfriends @ Montrose, Houston https://t.co/77eHQlMYPn"
2016-11-08 00:30:44,lucindajonesV01,RT @PrinceTweets7: BREAKING: FBI Has Shocking Evidence of #HillaryClinton &amp;#8220; #OrgyIsland&amp;#8221; Retreats https://t.co/q18JzDkWeZ
2016-11-08 00:30:44,WhiiNot,RT @LisaGoodwin1: Everybody talks about Hillary Clinton being a role model for their daughters. I think she's a role model for my son' 
2016-11-08 00:30:44,LoveDestinexo,RT @iambrittanym_: I'm gonna cry when Hillary becomes president #imwithher
2016-11-08 00:30:44,BoycottHRC,RT @Assangefreed0m: RT wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' https://t'
2016-11-08 00:30:45,eulah_olivarez,"RT @trumpUni: Thanks for following, retweeting &amp; posting with us. We hope we made a difference. Pls vote for @HillaryClinton.  https://t.co'"
2016-11-08 00:30:45,jillanne34,"RT @MagicMan: This is important: don't let a racist, misogynist demagogue who only cares about himself take control of this country #ImWith'"
2016-11-08 00:30:45,MadamHunt,RT @NRA: .@HillaryClinton: An out-of-touch hypocrite who will leave YOU defenseless! #2A #ElectionFinalThoughts #NeverHillary https://t.co/'
2016-11-08 00:30:45,TheRealDuggyG2,#Boston be proud that u can elect #Hillary as #POTUS #climatechange fighter humankind defender ' #ElectionFinalThoughts #Election2016 #CNN
2016-11-08 00:30:45,HeyJude_007,"RT @JoeyGraceffa: I choose HER. Bc I'm not going to sit around &amp; let the ' go up in ' by letting He Who Must Not Be Named, win. ' "
2016-11-08 00:30:45,adiorio1621,RT @Bud_Doggin: #ImVotingBecause #HillaryClinton supports this.... https://t.co/LLoBnpT3Fz
2016-11-08 00:30:45,JonJBurrows,"#MuslimAgent #HumaAbedin wormed her way into #Hillary's orbit with sex, an old trick of spies. #HillarysHuma #Huma https://t.co/MIIvoVZVb1"
2016-11-08 00:30:45,EnvyMeGreatly,"RT @realjkp1985: Those Who call themselves Republican yet voting for @HillaryClinton I.E @JebBush, @JohnKasich have Fun You will nev' "
2016-11-08 00:30:45,DmarieT16,"RT @libertytarian: More MSM collusion w #Clinton
WaPo, CNN, NYT, HuffPo ' the sources you trust?

@RealAlexJones #RiggedSystem' "
2016-11-08 00:30:45,BluesBrother91,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:30:45,ncarolina7516,@anti_quark @HillaryClinton @cher @SarahKSilverman @CNN nasty old man
2016-11-08 00:30:45,TheTruthSekr,"Seriously, are ALL #democrats crooked?
#ImVotingBecause #ImWitHer #HillaryClinton #trumptrain #trump https://t.co/9rVhbuB0NG"
2016-11-08 00:30:45,sherrilee7,"RT @Honey17011: If you aren't retweeting @kurteichenwald entire timeline right now, you should be. 

#ImWithher #NeverTrump #DirtyDonald"
2016-11-08 00:30:45,Oooooo_Donna,@ReversingASD @ananavarro @ChrisCuomo @HillaryClinton Stop yelling and move along. I've read them ALL...suggest you do the same.
2016-11-08 00:30:45,tifany_hans,"RT @willyclicks: A Vote For Hillary is a Vote For World War 3! 

Are you 'with her' nuclear holocaust?

https://t.co/0M5FBW1y7j

#HillaryCl'"
2016-11-08 00:30:45,siemonespirit,RT @ToTheTopCarlos: Who are you voting for &amp; why? It's Time to show your stripes and brag about your candidate! #Imwithher
2016-11-08 00:30:45,MNashid1,"RT @IntheNow_tweet: Terminator vs.The Taxi Driver!

Schwarzenegger and De Niro clash over Trump at IDF fundraiser

#USelections2016' "
2016-11-08 00:30:45,naughty_bunny2,"RT @ScienceNews: See what @HillaryClinton and @realDonaldTrump have said about space exploration, climate change &amp; more https://t.co/Fm25wZ'"
2016-11-08 00:30:45,RainierRambler,"RT @CecileRichards: In 1990, my mom defeated the Donald Trump of Texas. Tomorrow, @HillaryClinton will repeat history - &amp; make history. htt'"
2016-11-08 00:30:45,lookmomcantweet,"RT @vivelafra: Have faith.  The #NYPD will do the right thing.  In our darkest moments, they always shine.  #Comey #Clinton' "
2016-11-08 00:30:45,animalequipment,"RT @bfraser747: ' #ElectionFinalThoughts 

There will endless investigations if #Hillary  elected. She's guilty of numerous crimes' "
2016-11-08 00:30:45,Claudia4Trump,RT @HeroAssange: #ImVotingBecause I want to limit the number of countries @HillaryClinton has bombed to 7 and end NAFTA. That's enough #Ber'
2016-11-08 00:30:45,atestafyr,"JUST IN: #Hillary #Helped Make #Someone #Disappear' for #GoldmanSachs! See #Scandal...

@realDonaldTrump
@LouDobbs

https://t.co/m0FIcupTrj"
2016-11-08 00:30:45,BrazenSnake100,#ImWithHer #CrookedHillary b*tch @HillaryClinton out to destroy our nation. Hang @HumaAbedin &amp; her up on the highes' https://t.co/aBLrGzz4vC
2016-11-08 00:30:46,loochchio,"RT @kenivan: .@HillaryClinton @POTUS 
VOTE FOR DONALD TRUMP!
""Make America Great Again!""
.@realDonaldTrump https://t.co/fnKCMgHTQD"
2016-11-08 00:30:45,chrisbald1,RT @DenverFlynn: The Hits Keep Coming #PodestaEmails34 https://t.co/QQFGSk2Tef
2016-11-08 00:30:46,vikaroo5,"RT @vivelafra: COLLUSION: For a year @CNN has lied to us, insulted our values &amp; cheated w/ #Hillary. Tomorrow we teach them a less' "
2016-11-08 00:30:46,NC_Zero,RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer #NCpol #NCgov #NCsen' https://t.co/9nF20lQur1
2016-11-08 00:30:46,goeres_annette,"RT @SimchaFisher: I'm a single-issue pro-lifer in a swing state, and I cannot vote for Trump. 
https://t.co/asYxyGXu8P #prolife' "
2016-11-08 00:30:46,EntertheVoight,"RT @libertytarian: Fortunately there's not a Republican running 4 Prez
#Trump is INDEPENDENT who took GOP ballot
It's why RNC didn't s' "
2016-11-08 00:30:46,JoeRiggs10,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:30:46,NC81742768,RT @TrumpDumbDumb: Trump Hires Thousands of Foreign Workers Over Qualified Americans #NeverTrump #DonTheCon #ImWithHer #TrumpPence16 https:'
2016-11-08 00:30:46,eavesdropann,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:30:46,_Babe_Ruthless_,"RT @Santigold: Please VOTE! Our planet, our sister/brotherhood as humankind, our peace,our hearts, our livelihoods,&amp; our futures a' "
2016-11-08 00:30:46,EpicTalentMgmt,I have no words... Let's do this.  Come on people!! #EpicLife #imwithher #womenvote #womancard' https://t.co/GoS6maOoOG
2016-11-08 00:30:46,deplorabletexas,"RT @zachhaller: #ImVotingBecause I oppose virtually everything @HillaryClinton stands for &amp;

all Americans must unite to defeat her https:/'"
2016-11-08 00:30:46,Worldofcraze,"Sure! Let's all make sure our daughters become whores, porn stars, plagiarists, liars and illegal aliens. 

Great r' https://t.co/ubImxmBN5K"
2016-11-08 00:30:46,funder,RT @funder: NYC Comptroller helped Trump evade taxes; made tax exempt settlement after he sued for 500mln; doc below' 
2016-11-08 00:30:36,finey89zchebb,"RT @trumpUni: Thanks for following, retweeting &amp; posting with us. We hope we made a difference. Pls vote for @HillaryClinton.  https://t.co'"
2016-11-08 00:30:47,Rex_HJ,RT @howellguce: Let's hope America chooses a future that is fair and equal over a hateful and divisive one '#StrongerTogether
2016-11-08 00:30:46,LauraAcostaaa,"RT @brosemaiman: PLEASE
You
Yes, you!
Go vote tomorrow. 

Especially if you're a young person. 

....and especially if you're voting for @H'"
2016-11-08 00:30:46,Ohiogreenmirror,".@sabio28 @HillaryClinton @MileyCyrus @katyperry @JLo @EnriqueKrauze Hillary the thief 
https://t.co/klRd9FjxOg  https://t.co/MgXGCpReVo"
2016-11-08 00:30:47,SoLilligant,RT @ChrisJZullo: We are not the same #ElectionFinalThoughts #ImWithHer #StrongerTogether #NeverTrump https://t.co/BeyJ1JpvtV
2016-11-08 00:30:47,WinnaWinna2016,RT @NRA: .@HillaryClinton: An out-of-touch hypocrite who will leave YOU defenseless! #2A #ElectionFinalThoughts #NeverHillary https://t.co/'
2016-11-08 00:30:47,CARAANDJOURDAN,"RT @KNZJ95: #ImVotingBecause I will not allow a racist, homophobic,uneducated,hateful joke of a ""person"" to run my country. #ImWithHer"
2016-11-08 00:30:47,karenrotor2,@EricHolder @realDonaldTrump @HillaryClinton @USMC @POTUS @CIA @CivilRights @DHSgov @Alamo @AZStateBar Clinton guy and Hillary President yet
2016-11-08 00:30:47,Rosenchild,The WORLD is Watching and Hoping for @HillaryClinton to Win: Europe knows that Trump is a Disaster for Everyone.' https://t.co/gUiVdpyWIw
2016-11-08 00:30:47,Cherylsd7,[Great job in this media piece.]    Team @HillaryClinton https://t.co/N76SPCKP3H
2016-11-08 00:30:47,JMesarch,RT @ferris_leans: 'The party is just getting started'! #maga #wikileaks #draintheswamp #trumptrain #podestaemails34 https://t.co/iv6AftGy'
2016-11-08 00:30:47,NFeedsApp,"Hollywood Reporter: #JayZ, #Beyonce, Chance the Rapper and More Ask Voters to Support Hillary #Clinton in Tidal PSA https://t.co/A4lkDxiFBm"
2016-11-08 00:30:47,bionecrology,@HillaryClinton will help replace opiates with prescription strength ibuprofen. It's an inside joke. #healthcare #lawmakers #drugpullers
2016-11-08 00:30:47,deronda_sears,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:30:47,ExplodingLlamas,RT @kxxrave: Buy #Hillary on iTunes https://t.co/0NV8IKNFP8
2016-11-08 00:30:47,atestafyr,"JUST IN: #Hillary #Helped Make #Someone #Disappear' for #GoldmanSachs! See #Scandal...

@realDonaldTrump
@LouDobbs

https://t.co/QYItO2eSDf"
2016-11-08 00:30:47,GirlNamedNobody,RT @France4Hillary: #ImVotingBecause I refuse to elect a sexually assaulting psychopath who is working as a Russian agent. #ImWithHer' 
2016-11-08 00:30:47,mlleroulleau,@realDonaldTrump and @HillaryClinton's favourite mix &gt;&gt; https://t.co/yoA3d25JJj #Election2016 https://t.co/T7zGyAq66T
2016-11-08 00:30:47,NOLAboyDEL,"Bernie Sanders should've been in the election, a way better choice over Hilary &amp; Trump-Ass but I we have to deal with what we got #ImWithHer"
2016-11-08 00:30:47,ramrhonda,RT @NBCPhiladelphia: Crowd gathers outside @HillaryClinton campaign event at Independence Hall: https://t.co/11ceqOkdOy https://t.co/YQf5Bs'
2016-11-08 00:30:47,QeInfo,RT @SilverGold_News: When the #Gold price becomes an instrument of propaganda... This smackdown is trying to convince the markets of a' 
2016-11-08 00:30:47,Matthew_Sparklz,I MAY NOT BE ABLE TO VOTE FOR HILLARY BUT YOU SURE CAN! #imwithher2016 #ImWithHer #ClintonKaine2016 #Election2016
2016-11-08 00:30:47,unseenskyline,RT @mytheo1: #ImVotingBecause @HillaryClinton is a self serving crook. She called me irredeemable and deplorable.  She will not be my Presi'
2016-11-08 00:30:47,Elliottgator,"RT @FoxBusiness: #Clinton aide says @ClintonFdn  paid for Chelsea's wedding, @WikiLeaks emails show. https://t.co/a6ddJODzaA https://t.co/l'"
2016-11-08 00:30:47,CynThuotte,#IMWITHHER The WORST Answer In Debate History https://t.co/X1FtSQTcQS via @YouTube
2016-11-08 00:30:47,lifelessons428,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:30:47,stringfellowfr4,RT @pink_lady56: #ImVotingBecause I'm Fired Up and #Hillary seems to be f**ked up! https://t.co/HYqWU9Ajla
2016-11-08 00:30:47,LasheemWilson,RT @EricBandRakim: Forget about @realDonaldTrump and @HillaryClinton. Vote Eric B for President again! Here is the campaign shirt https://t'
2016-11-08 00:30:48,Matina2119,"RT @willyclicks: A Vote For Hillary is a Vote For World War 3! 

Are you 'with her' nuclear holocaust?

https://t.co/0M5FBW1y7j

#HillaryCl'"
2016-11-08 00:30:48,grey_sister,RT @politico: .@HillaryClinton grips tight to 4-point lead in two national polls https://t.co/HrnYkZC6Fp | AP Photo https://t.co/R8lpVLz6G3
2016-11-08 00:30:48,ThorntonParsons,@zachhaller @DavidDCarpenter @HillaryClinton They're Teflon. They didn't call him Slick Willy for nothing.
2016-11-08 00:30:48,WeinerFran,"RT @BernieSanders: ""The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competiti' "
2016-11-08 00:30:48,n0psl,RT @NHLRumors123: Who are you voting for? Please RT to get a large sample size! #PodestaEmails33 #ImWithHer #DNCLeaks2 #MAGA  #ElectionFina'
2016-11-08 00:30:48,143babygirl12My,RT @Darren32895836: If Obama wasn't protecting @HillaryClinton she'd be behind bars already!!#ElectionFinalThoughts #Election2016' 
2016-11-08 00:30:48,Rebelyel21,"RT @Babbsgirl2: ' ' Why Women HATE #HillaryClinton ' They're So Many Reasons '

#TrumpPence16 '
#TrumpForPresident '
#TrumpTrain '
https:'"
2016-11-08 00:30:48,WarrenBrown2,"@HillaryClinton vote for me as I am pro-union. No thanks! 

Worst election choice ever. Lose-lose."
2016-11-08 00:30:48,CadashFR,"Ignorance is not an excluse, it's all out there and if you still vote for her, you're an accomplice.' https://t.co/Rd9jURsSru"
2016-11-08 00:30:48,SantaFeRLP314,RT @NHLRumors123: Who are you voting for? Please RT to get a large sample size! #PodestaEmails33 #ImWithHer #DNCLeaks2 #MAGA  #ElectionFina'
2016-11-08 00:30:48,FRODEAUX,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:30:48,vampiros89,RT @DanielAPfister: History is about to be made tomorrow! #ThatsMyGirlHillary #ImWithHer https://t.co/EaW36AfkkO
2016-11-08 00:30:48,Mary32788907,@HillaryClinton @POTUS at least he won't sell them to the highest bidder
2016-11-08 00:30:48,falsettolands,RT @bestofrent20: #rent20 fans! remember to vote tomorrow! #imwithher #andyoushouldbetoo #especiallyifyoulikethisshow
2016-11-08 00:30:48,Vanessa_D70,RT @davidaxelrod: She's @realDonaldTrump problem in a nutshell: college-educated; Latina; @GOP activist--&amp; voting for @HillaryClinton. http'
2016-11-08 00:30:48,Braun_Billiam,RT @RiggedDebate: Breaking: Jay Z punches underage girl in the face for taking his picture backstage at @HillaryClinton rally.' 
2016-11-08 00:30:48,MousyBrunette,"RT @BernieSanders: ""The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competiti' "
2016-11-08 00:30:48,JadedByPolitics,"RT @zachhaller: #ImVotingBecause the @HillaryClinton campaign is a disgrace to American democracy &amp;

their lies &amp; corruption must b' "
2016-11-08 00:30:48,AlJimJuma,Rofl... Nearly half of @HillaryClinton 's inner circle are convicted pedophiles and you're voting for her b/c of yo' https://t.co/qpWyhJx14o
2016-11-08 00:30:48,BlogChurchWork,"Eat that, Giuliani. #ImWithHer https://t.co/MMKs62Ua44"
2016-11-08 00:30:48,AlexHamUSA,RT @Elliottgator: @HillaryClinton- this is illegal and your wrinkled ass should be in prison. https://t.co/bAlmIXS50E
2016-11-08 00:30:49,dian_odlozilik,"RT @willyclicks: A Vote For Hillary is a Vote For World War 3! 

Are you 'with her' nuclear holocaust?

https://t.co/0M5FBW1y7j

#HillaryCl'"
2016-11-08 00:30:49,EUVoteLeave23rd,RT @EUVoteLeave23rd: HAH! Following #FBI Announcement #HillaryClinton Begs for $3 Donations from Supporters https://t.co/Aeyrl8HBfW  https:'
2016-11-08 00:30:49,JeanLafave,RT @perfectsliders: FBI Director Comey #Poll Who ru voting 4 president? #Virginia #Pennsylvania #Michigan #ImWithHer #podestaemails32 #Nove'
2016-11-08 00:30:49,BaxterDerrick,"RT @rescuetracker81: #ClintonScandals 
 #HillaryClinton
#RapeVictimsNeed2BeHeard
FOLLOW THE MONEY $$$
FOLLOW THE MONEY $$$ https://t.co/Hgq'"
2016-11-08 00:30:46,MarieLeff,"@CNN 
'BREAKING Part34'
NEW #WikiLeaks #PodestaEmails
Part 34 @HillaryClinton
https://t.co/fl23WUAIOU"
2016-11-08 00:30:49,Ouchiced,RT @BritsForHill: British TV show airing right now explaining how #Trump has pushed conspiracy theories to help his campaign #nevertrump
2016-11-08 00:30:49,mzlababay,"RT @CanadaFadi: Who you are voting for : '
@realDonaldTrump 
@HillaryClinton 
#ImVotingBecause
#ElectionFinalThoughts 
Retweet to support'"
2016-11-08 00:30:49,Electronwhisper,@HillaryClinton @POTUS you want your daughter to be like Chelsea your a sick man
2016-11-08 00:30:49,aaronmeadows0,.#USElection @HillaryClinton $1.22 (in from $1.35) @realDonaldTrump $4.25 (out from $3.25) @POTUS
2016-11-08 00:30:49,leepeter53,"RT @SandraTXAS: Are you better off now than 8 years ago? If not, vote #TRUMP

#ElectionFinalThoughts
#Hillary #ImWithHer not!
#MAGA https:/'"
2016-11-08 00:30:49,willa5789,"RT @GovGaryJohnson: If @HillaryClinton + her party wanted to solve immigration problems, they could have done it when they controlled gover'"
2016-11-08 00:30:49,SampleATL,RT @fox32news: PRESIDENT ALREADY SELECTED? Bookstore in #Chicago suburbs received these today... https://t.co/JNPxYSXd75' 
2016-11-08 00:30:49,jaredsmith75,I hope this isn't real' https://t.co/7MD2aGdci9
2016-11-08 00:30:49,jessepstein,"Nice piece, Mickey. #NeverTrump till the end of it all. #sisterinthestruggle https://t.co/PSd5rh61yQ"
2016-11-08 00:30:49,EspeOppenheimer,RT @NBCPhiladelphia: Crowd gathers outside @HillaryClinton campaign event at Independence Hall: https://t.co/11ceqOkdOy https://t.co/YQf5Bs'
2016-11-08 00:30:49,DebHeck2,RT @trumpology: #PresidentTrump A new day starting tomorrow! #MakeAmericaGreatAgain ' https://t.co/YaACgEqP1a
2016-11-08 00:30:49,AngelicUpstarta,@ewandonegan @AngelicUpstarta KickAssCantona @HillaryClinton Trump publicly said he fancied his daughter *gag*
2016-11-08 00:30:48,ArellanoElizab,"RT @BernieSanders: ""The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competiti' "
2016-11-08 00:30:49,FryLaylafry332,"RT @willyclicks: A Vote For Hillary is a Vote For World War 3! 

Are you 'with her' nuclear holocaust?

https://t.co/0M5FBW1y7j

#HillaryCl'"
2016-11-08 00:30:50,funder,RT @funder: Congrats to Trump on his best endorsement yet- from the KKK newspaper.  #WhyImWithHer #ImWithHer #trumpleaks' 
2016-11-08 00:30:50,RocCityBuilt,@HillaryClinton @POTUS Hillary was caught cheating in debates?  Ok for kids to cheat on tests?
2016-11-08 00:30:50,Waterbender1987,RT @EffieGibbons: @TimTerlato @MaddoxMags #Trudeau doing same in Canada! JT's vision identical to #Obama &amp; #Hillary's. Struck a deal' 
2016-11-08 00:30:50,timelinediva,"Nope I most certainly don't, and you shouldn't either! #nevertrump #neverhillary #garyjohnson' https://t.co/RQ5fBAhztT"
2016-11-08 00:30:50,DrCyn21,RT @LisaGoodwin1: Everybody talks about Hillary Clinton being a role model for their daughters. I think she's a role model for my son' 
2016-11-08 00:30:50,SalinasJA,RT @creynoldsnc: Great crowd waiting for @HillaryClinton @potus and @Springsteen https://t.co/MJ5ZRalTnf
2016-11-08 00:30:50,bluejacket591,"Crooked @HillaryClinton is Corrupt just look at Stock Market today after FBI not charging Hillary, is it any clearer the corruption of estab"
2016-11-08 00:30:50,Mimau,RT @RiggedDebate: Breaking: Jay Z punches underage girl in the face for taking his picture backstage at @HillaryClinton rally.' 
2016-11-08 00:30:50,WrathofKhanh,RT @VanJones68: THIS IS THE BIGOTRY WE MUST DEFEAT -- TOMORROW. Please RT and share everywhere. @realDonaldTrump #ImWithHer' 
2016-11-08 00:30:50,Goodnightma,"RT @vivelafra: If you vote for #Hillary, you are electing @HumaAbedin who dominates her life and directs her foreign policy.' "
2016-11-08 00:30:50,Col_Connaughton,"WIKI ' BOMBSHELL: 'IF THIS STORY GETS OUT, WE'RE SCREWED' https://t.co/nNfhYO8w4c #hillary #clinton #criminal"
2016-11-08 00:30:50,GoYankees4,"RT @zachhaller: #ImVotingBecause the @HillaryClinton campaign is a disgrace to American democracy &amp;

their lies &amp; corruption must b' "
2016-11-08 00:30:50,MarcusCurtis15,"RT @MarcusCurtis15: 'Clinton's Media RSVP The #ImWithHer Campaign List! From Now Until The FINAL HOUR Now Millions Know, And More Are C' "
2016-11-08 00:30:50,Stocca_1,"RT @CDDLiberty11: WOW! Big Day Tomorrow! Who will WIN?

#Election2016 #ElectionNight #TrumpPence16 #Clinton #MAGA #DaylightSavingTime #Elec'"
2016-11-08 00:30:50,JIMMYPADG28,RT @wikileaks: RELEASE: The Podesta Emails Part 34 #PodestaEmails #PodestaEmails34 #HillaryClinton #imWithHer' 
2016-11-08 00:30:50,MissWinChii,RT @HeroAssange: #ImVotingBecause I want to limit the number of countries @HillaryClinton has bombed to 7 and end NAFTA. That's enough #Ber'
2016-11-08 00:30:50,LindaStewart52,RT @h1llary4prez: Your Daily Reminder: Tim Kaine is going to be an awesome VP #YesWeKaine #Hillary2016 #ClintonKaine #ImWithHer https://t.c'
2016-11-08 00:30:50,Makerel_Sky,RT @bidyanun: #Hillary ignored #ChrisStevens &amp; 4 Marines pleas for help when they were under attack in #Benghazi.  Who will she i' 
2016-11-08 00:30:50,gregsmi85740444,"@JoshSchwerin @HillaryClinton THEY ARE HERE TO WATCH A FREE SHOW, THEY CAN'T AFFORD TO GO TO ONE ON THERE  OWN, OUT OF WORK, TRUMP LANDSLIDE"
2016-11-08 00:30:50,_h_Dawg,RT @shannonrwatts: It's Election Eve. #ImVotingBecause there are five living Presidents - and not one of them supports' 
2016-11-08 00:30:50,Wedonot_forgive,"#WIKILEAKS 1-33: #HillaryClinton Helps #WallStreet Avoid #Taxes #TrumpWinning Battleground States 
@HAGOODMANAUTHOR  https://t.co/BG0TWWIgIf"
2016-11-08 00:30:50,Hoosierman5000,@motherseer @shannonrwatts @HillaryClinton @NRA calling home invasion  murder victims straw men? You can't be that fucking stupid? Can you?
